# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-090	ssg-md/src/main/scala/ssg/md/ast/ParagraphItemContainer.scala	type-loss	resolved	low	 — Fixed as part of ISS-062: ParagraphItemContainer.isParagraphWrappingDisabled uses ListOptions instead of Any	2026-04-10	manual
ISS-091	ssg-md/src/main/scala/ssg/md/ext/emoji/internal/EmojiResolvedShortcut.scala	correctness	resolved	low	"alt-attribute string built as 'emoji ' + category + ':' + shortcut. Java passes possibly-null category/shortcut yielding literal 'null' substrings. Scala uses getOrElse("""") yielding empty substrings. CAUTION comment in source notes string is consumed by Apple Mail HTML parser — different bytes may break round-trip."	2026-04-11	manual
ISS-092	ssg-md/src/main/scala/ssg/md/ext/emoji/internal/EmojiReference.scala	correctness	resolved	high	 — Documented Emoji→EmojiData inner class rename in migration notes. Breaking change needed to avoid name clash with outer Emoji node class.	2026-04-10	manual
ISS-093	ssg-md/src/main/scala/ssg/md/html/HtmlRenderer.scala	logic-bug	resolved	high	 — Fixed delegate resolution: DelegatingNodeRendererFactoryWrapper.nodeRenderers changed to private[html], HtmlRenderer now creates wrappers with Nullable.empty then sets the complete list on all wrappers before DependencyResolver.resolveFlatDependencies — beforeDependents now correctly resolves delegate ordering	2026-04-10	manual
ISS-094	ssg-md/src/main/scala/ssg/md/parser/internal/DocumentParser.scala	logic-bug	resolved	high	 — Fixed early-exit bug: wrapped preProcessParagraph body in boundary{} and replaced 'continue = false // return' with break(()) at both unlink points — inner for loop now exits immediately when block is removed, matching Java's return behavior	2026-04-10	manual
ISS-095	ssg-md/src/main/scala/ssg/md/ast/RefNode.scala	logic-bug	resolved	high	 — getReferenceNode(Document) now delegates to getReferenceNode(Parser.REFERENCES.get(document)) as in the Java original — Parser.REFERENCES was already ported	2026-04-10	manual
ISS-096	ssg-md/src/main/scala/ssg/md/ast/Heading.scala	logic-bug	resolved	low	 — anchorRefText now reads HEADER_ID_REF_TEXT_TRIM_LEADING_SPACES/TRAILING_SPACES from document options instead of hardcoding true	2026-04-10	manual
ISS-097	ssg-md/src/main/scala/ssg/md/formatter/Formatter.scala	logic-bug	resolved	high	 — Fixed collectedNodes population: changed from val to var, added collectNodeTypes HashSet to accumulate nodeClasses during formatter loop, and added post-loop NodeCollectingVisitor.collect() + getSubClassingBag() to populate collectedNodes — nodesOfType()/reversedNodesOfType() now work correctly	2026-04-10	manual
ISS-098	ssg-liquid/src/main/scala/ssg/liquid/filters/Absolute_Url.scala	bug	resolved	medium	Drops IDN.toASCII punicode handling and trailing-slash preservation from Java convertUnicodeURLToAscii; also bypasses Relative_Url inheritance. Unicode domain URLs will fail.	2026-04-11	manual
ISS-099	ssg-liquid/src/main/scala/ssg/liquid/filters/Relative_Url.scala	bug	resolved	high	 — Relative_Url ported: URI normalization, query/anchor split, toASCIIString, Inspectable support, addError/STRICT mode. Absolute_Url now extends Relative_Url with convertUnicodeURLToAscii.	2026-04-10	manual
ISS-100	ssg-liquid/src/main/scala/ssg/liquid/filters/Split.scala	bug	resolved	low	 — Split filter now strips leading empty string when input begins with delimiter, matching Java's lookbehind behavior without re2-incompatible regex.	2026-04-10	manual
ISS-101	ssg-liquid/src/main/scala/ssg/liquid/filters/Where_Exp.scala	bug	resolved	medium	 — matchCondition now uses singletonMap (no parent var copying) + renderToObjectUnguarded with parent context + strict 'true'.equals check — matching Java original's exact semantics	2026-04-10	manual
ISS-102	ssg-liquid/src/main/scala/ssg/liquid/tags/IncludeRelative.scala	bug	resolved	high	 — IncludeRelative.detectSource now resolves paths relative to context.getRootFolder(), falling back to cwd. Include.scala refactored with detectSource hook.	2026-04-10	manual
ISS-103	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	major	resolved	missing_logic	optimizeBinary missing ~15 optimization paths: 32-bit equality, bitwise De Morgan, associative folding, template concat, boolean-context +, comparisons negation, unsafe_comps reversal, right-assoc flattening, a+-b to a-b	2026-04-13	manual
ISS-104	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	major	resolved	missing_logic	optimizeCall missing ~13 optimization paths: unused arg trimming, console.assert folding, Array.from/Array(n), String()/Number() 0-arg, Symbol trimming, RegExp ctor, method call opts (.toString/.join/.charAt/.apply/.call), unsafe_Function, inline_array_like_spread on args	2026-04-13	manual
ISS-105	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	major	resolved	missing_logic	optimizeConditional missing ~12 optimization paths: condition negation swap, x?x:y to x||y, common-assign merge, single-arg-diff call merge, nested ternary flattening, nullish coalescing a==null?b:a to a??b, sequence/binary dedup patterns	2026-04-13	manual
ISS-106	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeIf missing 4 paths: negated condition preference (negated_is_best), empty-body-alt to || expr, aborts(body) hoist-alt, aborts(alternative) swap-hoist. Port covers ~67pct of original branches	2026-04-13	manual
ISS-107	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeUnaryPrefix missing 3 paths: negate binary in boolean context (best_of with negate), tilde-xor distributivity (~(x^y) => x^~y), is_32_bit_integer check for double-tilde	2026-04-13	manual
ISS-108	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	maintain_this_binding never called in port: original uses it in AST_Conditional, AST_Binary (&&/||), AST_Sequence to preserve this-context during expression rewriting. May produce incorrect code for method references	2026-04-13	manual
ISS-109	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeSub missing arguments[n] to named-param optimization and array-literal index flattening ([a,b,c][1] => side-effects + b)	2026-04-13	manual
ISS-110	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeDot missing unsafe_proto optimization (Array.prototype.foo => [].foo etc) and PropAccess-within-PropAccess early return guard	2026-04-13	manual
ISS-111	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeAssign missing dead_code elimination (assignment to unreachable var in exit context) and lift_sequences call	2026-04-13	manual
ISS-112	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeObjectKeyVal missing unsafe_methods: p:function(){} to p(){} and p:()=>{} to p(){} concise method conversion	2026-04-13	manual
ISS-113	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeChain incomplete: original replaces entirely-nullish chain with void 0 (or 0 for delete context). Port only unwraps optional flag when receiver is non-nullish	2026-04-13	manual
ISS-114	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	correctness	optimizeDo truthy-condition path: original wraps body+condition in for-block to preserve condition side effects as trailing statement. Port creates bare AstFor without condition side-effect preservation	2026-04-13	manual
ISS-115	ssg-js/src/main/scala/ssg/js/compress/DropUnused.scala	bug	resolved	high	CRITICAL: scope.walk(tt) instead of scope.transform(tt) at line ~336. Transformer output discarded, making drop-unused a no-op. Original: self.transform(tt) at drop-unused.js:464.	2026-04-11	manual
ISS-116	ssg-js/src/main/scala/ssg/js/compress/Common.scala	bug	resolved	high	resolveFixedValue uses Java reflection (getClass.getMethod/invoke) at lines 292-310. Breaks on JS/Native, calls wrong receiver (thedef not SymbolRef). Replace with AstSymbolRef.fixedValue().	2026-04-11	manual
ISS-117	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	bug	resolved	high	find_variable, is_atomic, unsafe_undefined_ref helpers missing. optimizeInfinity/NaN/Undefined replace globals even when locally shadowed (var Infinity=5). Port from index.js:655-665,2963-2982.	2026-04-11	manual
ISS-118	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	bug	resolved	high	"optimizeBlockStatement has inverted hasDirective(""use strict"") check at line ~760. \!hasDirective(...).isInstanceOf[AstNode] is backwards. Should be hasDirective(""use strict"") == null."	2026-04-11	manual
ISS-119	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	high	collapse_vars pass (~693 LOC) entirely missing. tighten-body.js:278-970 contains collapse() with 19 sub-functions (scanner, multi_replacer, extract_candidates, find_stop, etc). Most impactful single optimization in the compressor.	2026-04-11	manual
ISS-120	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	negate() entirely missing (~80 LOC). inference.js:836-917. Dispatches per-type: UnaryPrefix unwrap, Sequence negate-last, Conditional negate-both, Binary flip-operator/DeMorgan. Used by optimizeIf, optimizeConditional, optimizeUnaryPrefix.	2026-04-11	manual
ISS-121	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	bitwise_negate() entirely missing (~35 LOC). inference.js:919-954. Folds ~~x, constant-folds ~N. Used by optimizeBinary De Morgan paths.	2026-04-11	manual
ISS-122	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	is_callee_pure + global_pure_fns entirely missing (~30 LOC). inference.js:956-987. Blocks dead-call elimination — has_side_effects(AstCall) and may_throw(AstCall) are stubbed always-true because this is absent.	2026-04-11	manual
ISS-123	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	is_call_pure entirely missing (~20 LOC). inference.js:990-1010. Determines if a method call on a native object (Array/String/Number/etc) is pure. Needed by has_side_effects and drop-side-effect-free.	2026-04-11	manual
ISS-124	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	is_constant_expression + all_refs_local entirely missing (~75 LOC). inference.js:671-745. Walks AST checking for out-of-scope references. Used by reduce_vars for inlining decisions and by inline.js. Evaluate.scala has a misplaced incomplete stub.	2026-04-11	manual
ISS-125	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	contains_this entirely missing (~12 LOC). inference.js:1045-1056. Walks tree for AST_This, stops at non-Arrow scopes. Required by is_modified and inline.js. NOTE: Compressor.scala has a private containsThis() but Inference.scala (the canonical location) does not.	2026-04-11	manual
ISS-126	ssg-js/src/main/scala/ssg/js/compress/ReduceVars.scala	incomplete-port	resolved	high	handle_defined_after_hoist (~140 LOC) entirely missing. reduce-vars.js:518-660. Two-pass analysis detecting when hoisted fn uses var written after call site. Never called from markLambda or Toplevel handler. Without it, reduce_vars may incorrectly inline variables.	2026-04-12	manual
ISS-127	ssg-js/src/main/scala/ssg/js/compress/Inline.scala	incomplete-port	resolved	high	inlineIntoCall missing body-flattening path (~200 LOC). inline.js:490-674 — can_flatten_body, can_inject_args, can_inject_vars, can_inject_symbols, append_var, flatten_args, flatten_vars, flatten_fn. Also missing: reduce_vars symbol resolution, dont_inline_lambda_in_loop guard, negate_iife.	2026-04-12	manual
ISS-128	ssg-js/src/main/scala/ssg/js/compress/Inline.scala	incomplete-port	resolved	high	inlineIntoSymbolRef missing 15+ paths. inline.js:168-320 — missing: in_computed_key guard, is_const_symbol_short_than_init_value, is_callee_pure/_NOINLINE on single_use, cross-scope class return, retain_top_func/escaped/INLINED block, DefClass→ClassExpression, Defun→Function, recursive-ref rewriting, clone-to-scope, AST_This multi-use, evaluate+unsafe_regexp, size-based overhead calc.	2026-04-12	manual
ISS-129	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	high	"hoist_declarations (~134 LOC) and hoist_properties (~67 LOC) entirely missing. index.js:739-941. before() has comment ""deferred ISS-035"". Hoists var decls to function top, merges obj.a/obj.b to individual vars."	2026-04-12	manual
ISS-130	ssg-js/src/main/scala/ssg/js/compress/Common.scala	incomplete-port	resolved	high	bestOf(compressor,ast1,ast2) missing. common.js:186-192. Dispatches to bestOfStatement or bestOfExpression based on firstInStatement. Also: isRefOf always returns false (TODO stub at line 420), isReachable uses wrong algorithm (walk instead of walk_parent, async/generator guard dropped).	2026-04-12	manual
ISS-131	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	has_side_effects(AstCall) always returns true (stub at line ~343). may_throw(AstCall) always returns true (stub at line ~511). Both need is_callee_pure (ISS-122). Also missing: AstAssign use-strict+SymbolRef guard in may_throw, aborts() missing AstSwitchBranch/AstDefClass/AstClassStaticBlock/AstIf cases, _dot_throw missing AstObject/AstExpansion/AstDot cases.	2026-04-11	manual
ISS-132	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	high	evalSymbolRef is complete stub (always returns self, line ~468). No fixed_value lookup, no escaped depth check, reentrantRefEval set declared but never mutated. Also missing: AST_Function unsafe fn-object creation, RegExp/global_objs eval paths, BigInt guard in evalBinary, NaN+AST_With guard.	2026-04-12	manual
ISS-133	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete-port	resolved	high	dropCall is_callee_pure/is_call_pure stubbed (TODO at line ~259). dropClass missing is_self_referential check. dropAssign missing use-strict+PropAccess guard. dropUnary missing IIFE-in-statement negate branch. AstClassPrivateProperty missing computed key branch.	2026-04-12	manual
ISS-134	ssg-js/src/main/scala/ssg/js/compress/DropUnused.scala	incomplete-port	resolved	high	Major gaps beyond the walk/transform bug: drop_funcs/drop_vars as distinct flags missing, assign_as_unused never called, uses_arguments→argname mark missing, in_export parent check missing, var_defs_by_id tracking missing, AST_Definitions processing in pass 1 missing, lambda argname trimming missing, scan_ref_scoped missing.	2026-04-12	manual
ISS-135	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	high	Beyond collapse_vars: handleIfReturn has 7/8 patterns missing (can_merge_flow, next_index, prev_index, has_multiple_if_returns, extract_defuns all absent). sequencesize_2 entirely missing. joinConsecutiveVars only handles var+var (8 other join patterns missing). eliminateDeadCode loopcontrol_target stubbed.	2026-04-11	manual
ISS-136	ssg-js/src/main/scala/ssg/js/compress/GlobalDefs.scala	incomplete-port	resolved	medium	"figure_out_scope call is TODO stub at line ~219. deepClone is a stub (""for now return node itself""). AstChain case in findDefs drops suffix (bug). SymbolRef global check uses fragile reflection on undeclared field instead of global()."	2026-04-13	manual
ISS-137	ssg-js/src/main/scala/ssg/js/compress/ReduceVars.scala	incomplete-port	resolved	medium	markEscaped missing AstYield escape condition and AstUsingDef in VarDefLike check. reduceSymbolRef \!d.fixed check uses == false instead of falsy (misses null/undefined). reset_def sets singleUse=false instead of undefined/null sentinel.	2026-04-12	manual
ISS-138	ssg-js/src/main/scala/ssg/js/compress/CompressorOptions.scala	incomplete-port	resolved	medium	"Missing options: ie8, pure_new, warnings. sequences_limit computation incomplete (get(""sequences"") returns only boolean, never int count; special case 1→800 absent). CompressorLike missing: in_computed_key(), mangle_options(), sequences_limit field."	2026-04-13	manual
ISS-139	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	high	optimizeBinary dropped branches: precedence guard on lhs_constants swap, is_strict_comparison flag gating void→null, mask-bits De Morgan check, template+template concat, unsafe_math gate on * associativity, bitwise De Morgan (z&(X|y)), two-level constant fold, x||false&&y conditional, parent-is-&&-with-left check.	2026-04-13	manual
ISS-140	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	high	optimizeCall dropped branches: inline_array_like_spread on args, AST_Expansion in unused-args loop, Array.from optimization, Symbol case, RegExp case, unsafe_Function block, inliner ordering (called before builtins, should be after).	2026-04-13	manual
ISS-141	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	optimizeConditional dropped branches: negate-if-shorter, call-arg-diff merge (single_arg_diff), a?b:(c,b)→(a||c),b, full truthy/falsy constant handling beyond AstTrue/AstFalse literals. optimizeSub: OPT_ARGUMENTS block, array element extraction, key normalization all missing.	2026-04-13	manual
ISS-142	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	optimizeUnaryPrefix: unsafe_undefined_ref for void 0, \!Binary→negate in bool context, ~~x is-32-bit alternative, ~(x^y) transform. optimizeDot: unsafe_proto block, _NOINLINE guard, PropAccess chain short-circuit. optimizeNew: only Object handled, misses RegExp/Function/Error/Array→Call conversion.	2026-04-13	manual
ISS-143	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	Remaining handler gaps: optimizeSequence missing first_in_statement/trim_right_for_undefined/maintain_this_binding. optimizeTemplateString missing PrefixedTemplateString guard, length check, template-in-template flatten, 3-segment folds. optimizeFunction missing uses_arguments guard. optimizeDo loses condition side-effect. optimizeSwitch default-body splicing incomplete. isNullishCheck missing ===null||===undefined compound form. optimizeObjectKeyVal missing unsafe_methods→ConciseMethod. optimizeDestructuring export check misses Const/Let.	2026-04-13	manual
ISS-144	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	optimizeBlockStatement canExtractFromIfBlock missing AstUsing check at line 760-761. Original can_be_extracted_from_if_block (index.js:703-709) checks AST_Const, AST_Let, AST_Using, AST_Class. Port checks AstConst, AstLet, AstClass but omits AstUsing.	2026-04-13	manual
ISS-145	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	 — Re-audit verified: hasSideEffects(AstCall) now checks both isCalleePure and isCallPure for AstDot expressions at lines 397-408.	2026-04-11	manual
ISS-146	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	 — Re-audit verified: mayThrow(AstCall) now recurses into Lambda body at lines 572-583.	2026-04-11	manual
ISS-147	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	 — Re-audit verified: mayThrowOnAccess now includes isStrict helper, AstObject, AstExpansion, AstDot, and enhanced AstSymbolRef at lines 710-786.	2026-04-11	manual
ISS-148	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	 — Re-audit verified: aborts() now includes AstImport, AstSwitchBranch, AstDefClass, AstClassStaticBlock, and AstIf at lines 927-982.	2026-04-11	manual
ISS-149	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	isUsedInExpression at lines 879-920 missing this-binding sequence check. Original inference.js:1093-1104 has special case for sequences with exactly 2 elements that use requires_sequence_to_maintain_binding. Port unconditionally returns false for non-tail elements, missing (0, obj.method)() pattern handling.	2026-04-11	manual
ISS-150	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	isModified at lines 835-844 has TODO and missing checks from original inference.js:1067-1069: (1) !parent.is_callee_pure(compressor), (2) !(value instanceof AST_Function) || !(parent instanceof AST_New) && value.contains_this(). Port returns true unconditionally without these guards, causing false positives.	2026-04-11	manual
ISS-151	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	high	collapse_vars scanner TreeTransformer (lines 284-421) not ported. Core transformation logic stubbed at line 1479. Without this, variables are never collapsed.	2026-04-11	manual
ISS-152	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	high	collapse_vars multi_replacer TreeTransformer (lines 423-450) not ported. Handles multi-reference variable replacements. Required for full collapse_vars functionality.	2026-04-11	manual
ISS-153	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	high	collapse_vars extract_args (lines 591-651) not ported. Handles IIFE argument collapsing. Also missing dependencies: has_overlapping_symbol (555-581), arg_is_injectable (583-589), redefined_within_scope (542-553).	2026-04-11	manual
ISS-154	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	medium	collapse_vars find_stop (lines 733-785) not ported. Determines where to stop scanning for variable usage. Required for scanner safety.	2026-04-11	manual
ISS-155	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	medium	collapse_vars remove_candidate (lines 855-891) not ported. Removes collapsed candidates from AST. Without this, collapsed vars remain as dead code.	2026-04-11	manual
ISS-156	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	medium	collapse_vars handle_custom_scan_order (lines 516-540) not ported. Special handling for AST_Switch during scanning.	2026-04-11	manual
ISS-157	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	medium	join_object_assignments (lines 1376-1438) and extract_object_assignments (lines 1515-1529) not ported. Object property assignment merging does not work.	2026-04-11	manual
ISS-158	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	low	joinConsecutiveVars missing 6 branches: Exit, ForIn, If, SimpleStatement, Switch, With handlers (lines 1462-1509) that use extract_object_assignments.	2026-04-12	manual
ISS-159	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	low	sequenceize missing drop_side_effect_free call at line 1270-1271. Side-effect-free expressions in sequences won't be removed.	2026-04-13	manual
ISS-160	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	low	removeInitializers missing destructuring expansion (lines 183-189). Destructuring patterns in unreachable vars not converted to declarations.	2026-04-13	manual
ISS-161	ssg-js/src/main/scala/ssg/js/compress/ReduceVars.scala	logic-bug	resolved	medium	 — Verified: line 641 now has dd.fixed == null check matching original line 470 d.fixed === undefined	2026-04-12	manual
ISS-162	ssg-js/src/main/scala/ssg/js/compress/ReduceVars.scala	logic-bug	resolved	medium	 — Verified: line 264 now uses isConstantExpression(value.nn, scope) instead of isInstanceOf[AstLambda], matching original line 242	2026-04-12	manual
ISS-163	ssg-js/src/main/scala/ssg/js/compress/Common.scala	incomplete	resolved	low	makeNodeFromConstant missing BigInt branch: original lines 146-147 handle case bigint by creating AstBigInt with value.toString; port at line 109-191 has no BigInt case	2026-04-13	manual
ISS-164	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	high	evalUnaryPrefix typeof handler incomplete for AstSymbolRef: line 296-299 has TODO instead of checking ref.fixedValue() instanceof AstLambda (return function) or AstObject/AstArray (return object). Original lines 231-244.	2026-04-12	manual
ISS-165	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalUnaryPrefix typeof AstObject/AstArray: line 300-302 returns object without checking hasSideEffects(compressor). Original line 241 checks !e.has_side_effects(compressor).	2026-04-13	manual
ISS-166	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalPropAccess .length on AstArray: line 627-631 does not check hasSideEffects on elements. Original lines 413-416 check obj.elements.every(el => !el.has_side_effects(compressor)).	2026-04-13	manual
ISS-167	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalPropAccess missing hasOwnProperty.call edge case handling: original lines 429-441 check if expression is hasOwnProperty with key=call and handle undeclared first_arg specially. Port skips this entirely.	2026-04-13	manual
ISS-168	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	low	evalPropAccess missing HOP (hasOwnProperty) check: original line 453 checks !HOP(obj, key) to return early if property doesn't exist on evaluated object. Port at line 691-694 checks Map.contains but doesn't have equivalent for other object types.	2026-04-13	manual
ISS-169	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalPropAccess RegExp.source missing regexp_source_fix: line 674 returns rv.source directly but original line 448 applies regexp_source_fix() to escape line terminators and null bytes.	2026-04-13	manual
ISS-170	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalObject missing Object.prototype function guard: original line 209 checks typeof Object.prototype[key] === function to prevent overwriting built-in methods like toString, valueOf, constructor. Port has no equivalent check.	2026-04-13	manual
ISS-171	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalBinary BigInt missing ** (exponentiation): original line 314 handles left ** right for all types including BigInt. Port lines 451-473 handle BigInt but don't include ** case. Scala BigInt.pow(exponent.toInt) needed.	2026-04-13	manual
ISS-172	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	low	evalCall missing hasOwnProperty.call edge case: original lines 489-497 check e.name === hasOwnProperty && key === call and handle undeclared first_arg. Port lines 741-743 only check isPureNativeFn without this special case.	2026-04-13	manual
ISS-173	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	evalCall missing Array instance methods: port line 917-969 only handles String methods. Missing Array methods: at, flat, includes, indexOf, join, lastIndexOf, slice per NativeObjects.pureNativeMethods.	2026-04-13	manual
ISS-174	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	low	evalCall missing Number instance methods: port doesn't handle Number.toExponential, toFixed, toPrecision listed in NativeObjects.pureNativeMethods.	2026-04-13	manual
ISS-175	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	medium	AstRegExp eval missing regexp_is_safe check: original line 152 checks regexp_is_safe(this.value.source) before creating RegExp to prevent ReDoS. Port lines 206-214 stores RegExpValue without safety check.	2026-04-13	manual
ISS-176	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	logic	resolved	high	hoistDeclarations and hoistProperties called in WRONG ORDER. Original calls hoist_properties FIRST (line 479), then hoist_declarations (line 480). Port at lines 536-537 calls hoistDeclarations first, then hoistProperties.	2026-04-12	manual
ISS-177	ssg-js/src/main/scala/ssg/js/compress/Hoisting.scala	logic	resolved	low	makeUniqueName regex sanitization differs from original. Original (scope.js:601-603) REPLACES first invalid char, port (line 715-718) PREPENDS underscore. For input 1foo: original produces _foo, port produces _1foo.	2026-04-12	manual
ISS-178	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete	resolved	high	dropCall (lines 259-271) missing is_callee_pure/is_call_pure logic from original lines 130-153. Requires porting isCalleePure and isCallPure to Inference.scala.	2026-04-12	manual
ISS-179	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete	resolved	high	dropClass (lines 285-288) missing is_self_referential check. Should be: if isSelfReferential AND hasSideEffects, not just hasSideEffects. Port isSelfReferential from ast.js:2335-2352.	2026-04-12	manual
ISS-180	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete	resolved	medium	AstClassPrivateProperty case (lines 94-97) missing computed key branch. Original handles computedKey() for both ClassProperty and ClassPrivateProperty identically.	2026-04-12	manual
ISS-181	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete	resolved	medium	dropAssign (line 379) missing use-strict + PropAccess + is_constant guard from original lines 231-236. In strict mode, assigning to constant.prop throws TypeError.	2026-04-12	manual
ISS-182	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete	resolved	high	dropUnary (lines 466-468) missing IIFE-in-statement negate branch from original lines 282-286. Requires porting negate method to Inference.scala from inference.js:837-917.	2026-04-12	manual
ISS-183	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete	resolved	low	AstSymbolRef case (lines 118-120) missing is_declared check. Only checks purePropAccessGlobals, not declared symbols. Needs scope analysis.	2026-04-12	manual
ISS-184	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete	resolved	high	Missing isCalleePure method (inference.js:958-987). Required for DropSideEffectFree.dropCall, checks global pure fns, native methods, pure_new option, PURE annotation.	2026-04-12	manual
ISS-185	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete	resolved	high	Missing isCallPure method for AstDot (inference.js:990-1010). Required for DropSideEffectFree.dropCall, checks native object method purity.	2026-04-12	manual
ISS-186	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete	resolved	high	Missing negate method (inference.js:837-917, ~80 LOC). Required for DropSideEffectFree.dropUnary IIFE handling. Handles UnaryPrefix, Sequence, Conditional, Binary negation.	2026-04-12	manual
